,fraud_reported,months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make
721,N,130,34,153298,2,500,990.11,0,MALE,5,11,2,0,-41200,1,3,2,1,5,874,8,1,1,3,YES,5830,1060,1060,3710,4
722,Y,269,41,334749,2,2000,1422.21,0,FEMALE,0,5,4,0,-46400,2,0,0,6,5,451,21,1,2,1,NO,85900,17180,17180,51540,11
723,N,103,29,221283,2,500,914.85,0,MALE,0,9,2,72100,0,1,1,4,2,1,265,5,1,2,3,NO,7110,790,1580,4740,0
724,N,284,43,961496,0,500,1123.84,0,MALE,6,9,2,48200,0,0,2,1,6,1,950,12,3,0,0,YES,36960,6720,3360,26880,3
725,N,189,39,804751,2,2000,838.02,0,FEMALE,1,12,3,0,0,0,1,4,5,4,89,7,3,2,0,YES,64400,6440,6440,51520,4
726,N,267,43,369226,2,500,1300.68,0,MALE,6,0,4,49000,0,1,1,2,0,3,378,0,1,1,3,YES,1920,480,0,1440,3
727,Y,39,22,691115,1,500,1173.21,0,MALE,3,4,1,0,0,2,0,4,4,3,421,14,1,0,1,YES,86130,15660,7830,62640,11
728,Y,140,32,713172,0,1000,985.97,5000000,FEMALE,1,10,2,0,0,2,0,1,5,4,683,13,1,2,3,?,82170,14940,7470,59760,3
729,Y,243,41,621756,1,1000,1129.23,0,FEMALE,1,4,3,17300,-60400,2,0,1,6,2,342,1,1,1,0,YES,50300,10060,5030,35210,11
730,N,116,31,615116,1,500,1194.83,0,FEMALE,4,9,0,28600,0,2,0,4,4,5,117,23,1,0,0,NO,44200,4420,8840,30940,11
731,N,219,43,947598,1,1000,1114.29,0,FEMALE,2,13,2,51300,0,2,0,0,5,4,414,1,1,2,2,YES,66660,6060,6060,54540,12
732,N,96,26,658002,2,2000,1509.04,0,FEMALE,0,9,0,10000,0,2,2,0,4,5,93,9,1,2,3,NO,78320,7120,14240,56960,10
733,N,149,34,374545,1,500,664.86,0,FEMALE,6,2,5,0,-60000,2,2,1,6,1,471,3,1,0,1,NO,105040,16160,16160,72720,4
734,N,246,43,805806,1,1000,1267.4,6000000,MALE,3,0,0,0,0,2,1,1,1,2,305,0,1,2,1,?,50700,5070,5070,40560,0
735,N,293,45,235097,0,1000,1119.23,0,FEMALE,4,3,4,51500,0,0,2,1,6,3,855,13,3,1,1,NO,51210,11380,5690,34140,7
736,N,339,48,290971,2,500,1698.51,0,MALE,3,7,4,0,0,0,2,1,4,2,737,18,3,2,1,?,51840,8640,8640,34560,13
737,N,160,33,180286,0,1000,1422.78,0,FEMALE,2,3,0,61600,0,0,2,0,0,5,111,17,3,2,3,YES,52800,5280,5280,42240,9
738,N,224,42,662088,2,500,1212.75,0,FEMALE,1,9,3,0,-51400,2,1,1,6,6,589,11,1,0,0,YES,55200,9200,13800,32200,6
739,N,194,34,884365,1,1000,1423.34,0,MALE,0,11,1,55300,-37900,3,1,2,6,5,828,0,1,0,3,NO,9100,1400,1400,6300,3
740,N,385,51,178081,1,1000,976.37,0,FEMALE,4,2,0,0,-61000,0,1,3,6,5,44,14,3,1,3,?,67600,13520,6760,47320,11
741,N,100,33,507452,2,500,1124.59,6000000,MALE,1,0,1,67300,0,2,1,3,0,1,455,4,1,1,2,NO,40800,6800,6800,27200,2
742,Y,371,50,990624,1,1000,1569.33,0,MALE,6,6,1,79600,0,0,0,3,6,6,230,2,3,2,1,YES,84500,13000,13000,58500,13
743,Y,175,39,892148,1,500,1359.36,5000000,MALE,6,3,0,0,-43600,0,0,3,4,0,909,9,3,2,2,YES,71610,13020,6510,52080,12
744,Y,373,55,398683,1,500,1607.36,0,MALE,4,11,3,0,0,0,0,3,4,0,848,21,4,0,2,NO,60600,6060,12120,42420,4
745,Y,258,41,605100,0,500,1042.25,0,MALE,5,3,4,0,-44400,0,0,1,0,5,208,0,3,2,3,NO,81240,6770,20310,54160,8
746,N,255,39,143109,2,500,1453.95,0,FEMALE,6,1,1,38200,0,0,2,1,6,6,267,17,3,0,3,NO,29300,2930,5860,20510,1
747,N,37,31,230223,0,500,1969.63,0,FEMALE,4,11,3,0,0,0,2,1,6,3,69,21,3,1,1,YES,76450,6950,13900,55600,4
748,N,322,44,769602,0,1000,1156.19,0,FEMALE,1,6,0,49900,-62700,0,0,1,1,4,301,20,3,0,3,?,49400,9880,4940,34580,7
749,N,204,38,420815,0,2000,1124.47,0,FEMALE,4,12,5,0,-45100,2,2,0,4,4,657,5,1,0,1,?,90530,16460,16460,57610,5
750,N,76,31,973546,2,500,1493.5,5000000,FEMALE,0,8,1,39900,-44000,3,1,4,6,4,361,7,1,2,1,NO,8030,1460,730,5840,8
751,N,193,40,608039,0,500,1155.38,0,FEMALE,6,5,1,34200,-32300,2,1,1,1,1,621,6,1,0,0,YES,63900,6390,6390,51120,0
752,N,405,55,250162,0,500,878.19,0,MALE,6,6,4,57100,0,0,1,1,0,3,697,2,4,0,2,NO,38640,4830,4830,28980,3
753,N,435,58,786432,1,2000,1145.85,0,MALE,3,11,1,0,-40000,0,2,3,1,1,320,19,3,1,1,YES,41490,9220,4610,27660,8
754,N,54,35,445195,1,500,1261.28,0,FEMALE,4,10,4,68500,-42100,0,1,1,5,6,452,21,3,2,0,?,79090,14380,7190,57520,9
755,N,144,35,938634,0,500,1427.46,0,MALE,2,6,5,0,0,0,0,4,6,6,713,3,3,0,0,?,87900,17580,8790,61530,4
756,N,92,32,482495,0,500,1592.41,0,MALE,5,9,0,58900,-29100,2,2,0,6,1,524,22,1,2,3,YES,53400,5340,5340,42720,7
757,N,173,36,796005,2,1000,1274.63,0,MALE,1,6,4,51000,0,2,2,1,4,6,985,22,1,2,3,NO,52030,9460,9460,33110,0
758,N,436,60,910604,1,500,1362.31,0,MALE,2,9,5,67600,-65300,2,1,0,5,0,772,16,1,0,2,NO,82060,14920,7460,59680,10
759,N,155,35,327488,2,1000,919.37,0,FEMALE,0,10,1,83600,0,2,1,0,1,4,32,0,1,0,3,?,48360,8060,8060,32240,9
760,N,78,31,715202,2,1000,1377.23,0,FEMALE,5,1,4,72600,0,0,1,3,1,2,925,1,3,2,1,?,52290,5810,11620,34860,9
761,Y,440,57,648852,0,1000,995.55,5000000,MALE,1,10,5,51500,-52100,0,0,4,4,0,636,19,3,0,3,?,68200,12400,12400,43400,7
762,Y,264,43,516959,0,500,1508.12,6000000,MALE,6,2,5,0,0,0,0,3,1,1,476,0,3,2,1,NO,60750,13500,6750,40500,7
763,Y,66,30,984456,1,500,484.67,0,FEMALE,1,0,5,21100,-60800,0,0,1,4,0,205,2,3,0,2,YES,65560,11920,11920,41720,13
764,N,366,50,801331,1,1000,1561.41,0,FEMALE,2,5,0,21200,0,0,1,4,1,0,97,5,3,1,3,NO,70290,12780,12780,44730,8
765,N,188,37,786103,2,500,1457.21,0,FEMALE,3,0,3,46300,0,2,2,0,4,1,498,6,1,2,0,YES,45000,5000,5000,35000,11
766,N,224,39,684193,0,1000,1128.71,0,FEMALE,3,9,2,0,-47100,0,2,1,5,5,868,21,3,2,1,?,61800,12360,6180,43260,11
767,N,253,46,247505,0,500,1358.2,0,FEMALE,4,13,0,52900,0,0,0,0,1,1,364,11,3,0,0,NO,64570,5870,11740,46960,7
768,N,446,61,259792,0,1000,1232.79,0,FEMALE,2,0,4,49900,-62100,2,1,3,5,6,535,3,1,2,0,YES,70500,7050,14100,49350,11
769,N,169,37,185124,0,1000,936.19,0,MALE,3,1,2,70600,-48500,0,2,4,4,4,690,4,3,2,1,YES,57900,17370,5790,34740,1
770,N,255,46,760700,0,500,1302.34,0,FEMALE,3,9,3,0,-52600,0,1,1,6,4,39,2,3,1,0,NO,57860,5260,10520,42080,13
771,N,209,39,362407,1,500,1264.99,0,MALE,6,13,0,67800,0,2,1,1,5,4,257,22,1,1,1,NO,37800,8400,4200,25200,3
772,N,210,37,389525,2,500,1467.76,0,FEMALE,4,12,3,38700,-33100,2,2,0,1,3,229,8,1,1,3,YES,63300,6330,6330,50640,12
773,N,174,33,179538,1,2000,1124.43,0,FEMALE,1,4,3,0,0,0,2,0,6,4,101,14,3,0,1,YES,44200,8840,4420,30940,10
774,N,70,28,265437,0,1000,1319.81,0,MALE,2,6,0,67200,-59400,0,1,4,6,0,880,14,4,1,0,YES,31680,3520,3520,24640,12
775,N,89,32,266247,1,2000,1482.53,0,FEMALE,4,12,1,49100,-45100,1,3,4,6,4,834,5,1,1,2,?,100,10,20,70,1
776,N,458,61,921851,1,1000,1328.18,0,FEMALE,2,10,2,53000,0,2,1,1,6,1,302,18,1,2,1,NO,56340,6260,6260,43820,13
777,N,239,40,488724,1,500,1463.95,0,FEMALE,3,11,3,0,0,0,2,4,0,6,392,20,3,0,0,YES,69740,6340,6340,57060,4
778,N,161,38,192524,0,2000,1133.85,0,MALE,6,8,1,60200,0,0,2,4,6,6,137,0,3,2,2,YES,60480,5040,15120,40320,13
779,N,446,61,338070,1,1000,1037.32,0,FEMALE,2,12,5,0,-15700,0,1,4,0,2,483,1,3,2,1,NO,80880,6740,13480,60660,9
780,N,476,61,865607,1,1000,1562.8,0,FEMALE,5,5,1,42800,-68200,2,2,1,6,2,761,10,1,1,2,YES,49390,8980,4490,35920,11
781,N,70,29,963285,1,1000,1425.79,0,FEMALE,4,1,2,62400,-52300,2,1,0,0,5,24,12,1,0,3,?,69360,11560,11560,46240,4
782,N,233,41,728491,2,2000,1615.14,0,FEMALE,0,12,2,67100,0,3,1,2,1,6,426,6,1,0,1,?,3740,680,680,2380,3
783,N,122,33,553436,0,500,1236.5,0,MALE,6,7,0,0,-48700,1,3,2,1,2,812,1,1,0,1,NO,5060,460,920,3680,9
784,Y,335,48,440616,0,2000,1017.97,0,FEMALE,4,6,5,59900,-34800,0,2,4,6,1,845,21,3,0,0,YES,35860,3260,6520,26080,2
785,Y,257,40,463237,1,2000,1306,0,MALE,0,6,0,46100,-46900,0,0,0,1,1,988,3,3,2,1,?,50050,7700,3850,38500,5
786,N,85,27,753452,0,2000,1174.14,0,MALE,1,8,4,50400,-61500,0,1,1,1,3,106,14,4,0,0,NO,59070,10740,5370,42960,12
787,N,133,30,920554,1,1000,1231.01,0,MALE,1,0,0,0,-31700,0,1,1,4,5,91,19,3,1,2,?,28440,3160,3160,22120,4
788,Y,119,34,594783,0,500,1299.18,0,FEMALE,1,12,5,57100,0,2,0,1,2,6,710,7,1,2,1,YES,45540,8280,8280,28980,6
789,N,169,34,725330,1,500,1469.75,0,FEMALE,3,11,1,0,-57600,2,1,1,5,0,41,0,1,0,0,YES,38700,7740,3870,27090,13
790,N,225,39,607259,2,500,1390.72,0,MALE,5,12,2,83900,-52100,1,3,2,4,4,785,6,1,2,1,YES,5830,1060,530,4240,9
791,Y,84,32,979336,0,500,1694.09,7000000,FEMALE,0,9,0,0,0,2,2,3,1,3,58,0,1,0,2,?,57240,4770,9540,42930,2
792,N,169,39,865201,2,2000,1140.15,0,MALE,2,1,0,0,-36800,0,2,4,5,5,113,9,3,0,3,NO,46200,4200,8400,33600,11
793,N,124,32,140977,1,1000,1310.71,0,FEMALE,5,4,5,29300,0,2,2,0,1,1,943,23,1,0,1,NO,57700,5770,5770,46160,12
794,N,320,48,787351,0,2000,1730.49,7000000,MALE,1,13,1,46300,-41700,0,1,1,6,4,862,13,3,2,0,NO,56160,4680,9360,42120,10
795,N,297,47,272330,1,500,1616.65,7000000,MALE,4,0,4,0,-59500,0,2,1,6,1,3,0,3,0,3,YES,44400,5550,5550,33300,7
796,Y,421,56,728025,1,500,1935.85,4000000,MALE,5,6,3,49500,-81100,2,0,0,1,2,133,7,1,2,3,?,92730,16860,8430,67440,8
797,N,136,33,804608,2,1000,855.14,0,FEMALE,6,2,1,37900,0,2,1,1,0,4,651,23,1,0,1,YES,30700,3070,6140,21490,12
798,N,46,24,718829,2,2000,1568.47,4000000,FEMALE,2,1,4,46800,0,2,0,1,1,4,126,7,1,2,0,?,56600,11320,5660,39620,12
799,N,34,24,482404,1,2000,1550.53,0,FEMALE,4,1,3,0,-27700,1,3,2,5,2,374,20,1,0,1,?,3960,660,660,2640,1
800,N,95,30,331170,0,2000,1370.92,0,MALE,1,13,4,48900,0,2,1,4,4,0,45,22,1,0,3,?,34800,3480,6960,24360,0
801,N,140,36,753056,1,500,1363.59,0,FEMALE,3,1,1,43200,0,0,1,3,1,5,13,10,3,2,0,YES,79500,7950,7950,63600,3
802,N,200,34,910365,1,1000,828.42,3000000,FEMALE,1,9,2,0,0,2,2,4,1,0,375,10,1,2,2,NO,56000,5600,5600,44800,3
803,Y,123,29,379268,1,500,1209.63,0,FEMALE,5,6,1,64800,-44200,2,1,0,0,0,824,17,1,1,0,YES,73260,16280,0,56980,13
804,N,267,46,362843,2,2000,1111.17,0,MALE,4,2,4,35000,0,1,3,2,6,0,432,3,1,2,3,YES,4950,900,450,3600,12
805,N,290,42,135400,1,500,989.97,0,MALE,5,6,3,32500,0,2,1,0,6,2,285,10,1,0,1,NO,48000,4800,9600,33600,10
806,N,45,37,798579,1,1000,1114.23,0,MALE,1,9,5,0,0,2,0,1,4,0,493,1,1,0,1,YES,52200,10440,5220,36540,9
807,N,186,38,250833,1,2000,1347.31,0,FEMALE,3,10,4,80900,-111100,0,1,0,1,6,38,1,3,2,3,?,73800,12300,12300,49200,1
808,N,135,34,824116,0,2000,1687.53,0,FEMALE,3,10,2,0,-69600,2,2,1,0,3,177,7,1,1,2,NO,78200,15640,7820,54740,1
809,Y,110,33,322613,1,1000,1183.48,0,MALE,0,7,0,0,0,2,0,0,5,3,127,19,1,2,3,NO,55200,13800,9200,32200,10
810,N,259,43,871305,0,2000,1537.13,0,FEMALE,6,5,3,0,-58300,0,2,3,1,3,390,3,3,0,2,YES,57060,6340,6340,44380,5
811,N,114,30,488037,2,1000,1173.25,0,FEMALE,5,10,0,0,-34700,3,1,2,6,0,380,3,1,0,3,YES,4680,520,520,3640,3
812,Y,404,56,485813,1,1000,1361.16,4000000,FEMALE,5,13,1,0,-63700,2,1,0,5,2,190,23,1,2,0,YES,53100,5310,5310,42480,0
813,N,282,48,886473,2,2000,1422.56,7000000,FEMALE,4,9,0,26900,-55300,3,1,2,6,6,193,7,1,1,2,NO,3520,640,320,2560,0
814,N,57,25,907113,0,2000,1143.06,0,FEMALE,5,12,3,63100,-54100,0,2,0,5,5,702,0,3,0,1,YES,72900,14580,14580,43740,9
815,N,215,38,833321,1,500,1405.71,0,FEMALE,6,2,4,0,0,2,2,4,4,0,990,10,1,0,1,NO,70700,7070,14140,49490,13
816,N,140,30,521592,0,500,1354.2,0,FEMALE,1,0,5,100500,0,0,1,3,4,1,166,4,4,0,0,?,60170,5470,10940,43760,9
817,Y,250,42,254837,1,500,1055.6,0,MALE,2,3,0,69500,-40700,2,0,3,4,1,835,16,1,1,1,?,74800,13600,6800,54400,5
818,N,286,41,634499,0,1000,999.43,0,MALE,1,9,5,25800,0,3,3,4,6,3,202,3,1,2,0,?,4100,820,410,2870,3
819,N,356,47,574707,1,2000,1155.97,0,MALE,2,9,0,0,0,2,1,3,4,1,199,5,1,0,3,?,61490,5590,11180,44720,4
820,N,65,29,476839,0,1000,1726.91,0,MALE,2,7,3,0,0,3,3,2,5,2,382,14,1,0,0,?,7200,720,1440,5040,1
821,N,187,34,149601,1,500,1232.57,0,FEMALE,6,6,1,59500,0,0,1,1,1,0,467,7,3,0,0,?,45100,8200,4100,32800,9
822,N,386,53,630683,2,500,1078.65,0,MALE,3,2,1,36800,0,2,1,4,6,3,36,16,1,2,3,YES,66660,12120,6060,48480,6
823,Y,197,41,500639,2,1000,1324.78,0,FEMALE,6,9,1,0,-64500,2,0,4,0,4,886,6,1,2,2,YES,76400,15280,7640,53480,13
824,N,166,37,352120,1,500,1518.54,0,FEMALE,4,2,1,0,0,2,2,0,3,5,299,10,1,1,1,NO,58300,10600,10600,37100,5
825,N,293,49,569245,0,2000,1239.06,0,FEMALE,3,13,0,34900,0,2,2,4,4,5,194,19,1,1,1,?,57310,5210,10420,41680,13
826,N,179,32,907012,2,2000,1246.68,0,FEMALE,6,8,3,0,0,2,1,1,1,0,174,10,1,0,1,?,53100,5900,5900,41300,11
827,N,76,24,700074,2,1000,1622.67,0,FEMALE,4,8,0,0,0,0,2,0,6,5,579,6,3,1,1,?,74700,14940,7470,52290,11
828,N,105,28,866805,2,500,1082.36,0,FEMALE,0,9,3,0,0,0,0,1,4,5,969,12,3,2,2,NO,60500,12100,6050,42350,1
829,Y,97,26,951863,2,1000,1270.55,0,MALE,5,10,4,0,-72100,0,2,3,0,5,711,10,3,2,3,NO,84920,7720,15440,61760,7
830,N,148,36,211578,0,1000,1236.32,5000000,FEMALE,4,0,3,55100,0,2,2,4,3,4,271,0,1,2,0,NO,61050,5550,11100,44400,4
831,Y,77,26,357394,0,2000,785.82,0,MALE,3,3,2,49700,0,0,0,4,1,2,907,12,3,2,0,?,69080,12560,6280,50240,1
832,N,295,46,863749,1,500,1265.84,0,FEMALE,3,9,3,52200,-44500,3,1,2,5,0,105,10,1,1,3,YES,4560,760,380,3420,9
833,N,126,28,596914,1,500,1508.9,0,FEMALE,3,6,2,0,0,0,2,4,6,3,482,3,4,0,1,?,67800,11300,11300,45200,5
834,N,132,32,684653,2,2000,1106.84,0,MALE,6,7,5,43100,-31900,3,1,4,4,5,398,21,1,1,1,YES,5600,1120,560,3920,11
835,N,370,55,528259,1,2000,1389.13,7000000,MALE,3,7,5,0,-53200,3,1,2,0,4,423,6,1,0,2,?,9000,900,1800,6300,8
836,N,257,43,797636,1,1000,974.84,0,FEMALE,3,13,2,52100,0,2,2,4,5,3,154,0,1,0,1,YES,85320,21330,7110,56880,9
837,Y,9,24,326180,0,2000,1304.46,0,FEMALE,6,6,2,51700,-33300,3,3,2,0,0,666,6,1,0,3,YES,5940,540,1080,4320,1
838,Y,185,34,620075,2,500,1257.36,0,FEMALE,6,1,0,0,0,0,0,1,4,0,475,20,3,1,1,?,51370,9340,4670,37360,2
839,N,234,43,965187,2,500,1257.04,0,MALE,0,10,3,0,-48800,2,0,4,4,4,694,4,1,2,2,YES,51600,10320,5160,36120,4
840,N,253,44,516182,2,2000,719.52,0,FEMALE,2,4,3,45800,0,1,3,2,4,0,83,9,1,0,3,?,5400,600,600,4200,3
841,N,233,39,728839,2,2000,1524.18,0,MALE,3,2,4,0,0,0,1,1,4,4,914,20,3,1,0,YES,48870,5430,5430,38010,10
842,N,274,44,771509,1,500,1395.58,0,FEMALE,3,12,0,0,0,3,1,4,6,6,368,7,1,2,1,?,5590,860,860,3870,2
843,Y,297,48,264221,0,1000,1243.68,0,MALE,5,10,5,0,-71400,0,0,3,1,6,919,18,3,0,2,?,54960,6870,0,48090,12
844,N,273,47,602704,2,1000,1189.04,0,FEMALE,0,9,3,59600,0,0,1,4,5,4,552,0,3,1,3,?,39800,7960,3980,27860,7
845,Y,147,37,672416,1,2000,1375.29,0,FEMALE,5,1,3,0,0,0,0,0,4,1,997,11,3,0,1,?,56160,6240,6240,43680,5
846,N,285,42,545506,1,500,1389.13,0,MALE,0,8,1,63100,-79400,2,2,1,5,2,494,13,1,0,3,?,52700,5270,10540,36890,12
847,N,289,43,777533,2,1000,1387.51,0,FEMALE,0,11,1,0,0,0,1,1,1,5,5,19,3,1,3,?,68580,7620,7620,53340,7
848,Y,427,60,953334,1,1000,1178.61,7000000,MALE,4,2,3,0,-54400,2,0,0,1,6,921,23,1,1,2,YES,90860,12980,19470,58410,13
849,N,380,53,369781,0,2000,1166.62,6000000,MALE,0,8,5,0,0,1,3,4,0,3,895,23,1,0,3,NO,5700,570,570,4560,10
850,N,13,21,990998,1,1000,1556.31,0,MALE,0,9,1,0,-75000,0,2,4,1,2,954,19,3,2,0,YES,94930,8630,8630,77670,0
851,Y,282,43,982678,2,500,1452.27,0,MALE,4,4,1,75800,0,2,0,0,4,3,543,19,1,1,2,NO,46800,4680,9360,32760,1
852,N,312,47,646069,2,1000,1212.07,0,FEMALE,4,3,5,66900,-51800,0,2,1,1,3,481,17,3,2,3,NO,56320,7040,7040,42240,8
853,N,266,46,331683,2,2000,1578.54,0,MALE,0,5,0,0,-41400,2,1,1,6,2,725,18,1,1,3,YES,83490,7590,15180,60720,9
854,N,30,36,364055,1,500,1488.26,0,FEMALE,1,6,5,0,-63500,0,2,4,6,4,404,17,3,2,2,?,57900,5790,5790,46320,10
855,N,198,36,521854,1,1000,1096.39,0,MALE,2,1,3,0,0,0,2,1,4,6,504,11,3,1,3,YES,49410,5490,5490,38430,1
856,N,290,45,737252,2,2000,1215.36,0,MALE,0,12,3,54400,0,0,1,1,6,3,674,22,3,0,1,NO,66200,6620,6620,52960,11
857,N,260,46,344480,2,2000,1482.57,0,MALE,4,8,0,35000,0,2,1,1,1,1,420,7,1,0,1,NO,64080,10680,10680,42720,12
858,N,233,43,898519,2,1000,954.18,0,FEMALE,1,12,2,0,0,0,1,3,4,4,896,17,3,2,3,YES,42500,8500,4250,29750,9
859,N,130,30,957816,0,2000,1193.4,0,MALE,6,3,3,0,-40800,0,2,3,4,1,506,16,3,2,3,?,48950,8900,4450,35600,11
860,N,230,42,175960,1,1000,1023.11,0,FEMALE,4,0,3,0,-45300,0,1,3,1,3,65,13,3,1,2,YES,58850,10700,10700,37450,0
861,N,212,40,489618,0,1000,1524.45,0,FEMALE,5,7,0,73200,0,0,1,3,1,4,98,17,3,0,2,YES,82400,8240,8240,65920,9
862,N,299,44,717044,2,1000,1653.32,0,FEMALE,1,7,2,0,-48800,2,1,0,6,6,703,3,1,2,0,?,54240,6780,6780,40680,11
863,N,91,26,101421,0,1000,1022.46,0,FEMALE,0,1,2,52700,0,0,1,3,4,0,869,15,3,0,2,?,74200,7420,7420,59360,7
864,N,398,53,793948,0,2000,1396.43,0,FEMALE,0,8,4,21500,0,2,2,1,6,2,70,16,1,2,1,?,47430,5270,5270,36890,12
865,Y,218,43,737483,0,500,1521.55,0,FEMALE,0,8,2,61100,-64500,2,0,1,4,2,321,18,1,1,3,YES,68200,13640,6820,47740,4
866,N,152,33,695117,1,1000,1034.27,0,FEMALE,3,1,0,0,0,2,1,1,1,2,241,18,1,1,0,NO,63900,7100,7100,49700,0
867,N,212,39,167466,2,1000,1255.35,0,FEMALE,3,10,1,60300,-58900,0,2,0,1,5,331,22,2,0,3,YES,59300,11860,5930,41510,4
868,Y,242,44,664732,0,2000,1396.89,6000000,FEMALE,1,8,2,0,-61600,0,1,3,4,6,47,15,3,1,2,YES,66900,6690,13380,46830,11
869,Y,80,27,143038,2,500,795.31,0,MALE,3,4,0,0,-51000,0,0,4,2,0,967,16,3,1,3,?,40810,3710,7420,29680,5
870,N,260,43,979963,1,500,982.22,0,FEMALE,3,3,1,54500,-72100,2,2,1,1,5,243,18,1,1,0,?,75400,15080,7540,52780,6
871,N,133,34,467841,1,500,1074.07,0,FEMALE,3,9,0,70900,-61100,1,1,2,6,3,833,8,1,2,0,YES,4200,420,840,2940,7
872,Y,290,45,219028,2,1000,1311.3,0,FEMALE,0,6,5,38500,0,0,0,0,1,2,34,23,3,0,0,YES,52650,5850,5850,40950,5
873,N,322,49,130156,0,2000,1277.12,0,FEMALE,6,1,3,0,-46000,2,0,0,6,2,648,18,1,0,2,YES,42240,7680,7680,26880,3
874,N,228,39,762951,1,500,1388.62,0,FEMALE,3,11,0,35200,0,2,1,3,0,5,523,10,1,1,0,YES,59490,6610,6610,46270,8
875,Y,195,37,376879,0,1000,1406.52,8000000,MALE,4,12,4,0,0,2,0,0,4,0,197,12,1,0,2,NO,44200,4420,4420,35360,7
876,N,247,39,599031,1,500,1558.29,0,FEMALE,5,10,4,0,-49300,3,3,4,6,6,168,5,1,1,2,?,7700,770,1540,5390,10
877,N,405,57,676255,1,1000,1132.47,4000000,MALE,4,8,2,46300,0,0,2,3,1,3,318,21,3,2,3,?,61440,10240,10240,40960,10
878,Y,144,37,985446,2,2000,1896.91,0,FEMALE,6,5,1,73700,0,0,0,1,4,1,805,17,3,1,3,NO,54400,5440,10880,38080,3
879,N,338,47,884180,0,500,1143.46,4000000,MALE,4,8,2,0,0,2,2,3,0,0,424,4,1,2,1,?,58560,9760,9760,39040,8
880,Y,121,34,571462,1,500,1285.42,0,MALE,4,8,5,0,0,2,0,1,5,4,63,11,1,1,1,NO,67300,6730,6730,53840,4
881,Y,398,55,815883,2,2000,1305.26,0,MALE,4,4,5,66200,-49700,2,0,1,5,2,603,18,1,1,3,YES,36740,3340,6680,26720,2
882,N,9,30,258265,0,1000,1073.83,0,FEMALE,2,6,1,0,0,2,2,4,1,4,532,12,1,0,0,NO,85690,15580,15580,54530,2
883,Y,115,31,569714,2,1000,1051.67,0,FEMALE,0,3,1,0,0,0,0,0,6,5,48,18,3,0,3,NO,34160,0,4270,29890,1
884,N,280,48,180008,0,1000,1387.35,0,MALE,3,13,1,0,-72000,2,1,1,6,2,538,16,1,2,2,?,61320,10220,10220,40880,2
885,N,254,45,633375,0,500,1083.64,0,MALE,3,7,0,59800,0,0,2,4,0,1,747,19,3,0,0,?,79680,13280,13280,53120,2
886,N,141,30,556538,0,1000,1851.78,0,FEMALE,2,2,2,78800,0,2,2,1,4,5,689,13,1,1,0,YES,61740,6860,6860,48020,1
887,N,441,55,669501,1,500,1270.29,4000000,MALE,1,1,0,24000,-50500,1,1,2,5,0,999,4,1,0,0,NO,6400,640,640,5120,6
888,N,381,55,963761,2,500,1459.99,0,FEMALE,4,7,5,35900,0,2,0,1,4,4,732,8,1,1,2,YES,60600,12120,6060,42420,0
889,N,191,38,753005,0,2000,1253.44,0,FEMALE,5,2,1,0,0,0,0,0,5,2,695,19,3,2,0,NO,56320,10240,5120,40960,13
890,N,145,34,454758,1,1000,1142.48,0,FEMALE,3,8,2,0,0,2,2,0,0,3,864,18,1,2,0,NO,52250,9500,4750,38000,11
891,N,479,60,698589,0,1000,1188.45,0,FEMALE,4,3,2,0,-44800,0,2,3,4,0,249,9,2,0,3,?,53900,5390,10780,37730,10
892,N,215,35,330119,0,1000,1125.4,0,MALE,5,0,0,40000,-43400,3,3,2,6,1,768,6,1,2,1,NO,2640,220,440,1980,7
893,N,41,33,164464,2,500,1294.41,0,MALE,2,13,0,0,0,3,1,2,0,0,448,8,1,0,0,?,8970,1380,1380,6210,4
894,N,45,31,927354,1,500,1459.5,0,MALE,4,8,1,0,0,1,1,2,1,6,25,6,1,1,3,?,6000,1000,1000,4000,11
895,Y,156,38,231508,0,500,1367.99,0,MALE,2,1,3,26500,0,0,0,1,6,3,173,23,3,0,3,?,55200,11040,5520,38640,10
896,N,246,45,272910,1,500,1594.37,0,MALE,0,3,3,0,0,1,3,2,4,5,511,13,1,0,3,YES,7260,660,1320,5280,10
897,N,178,39,305758,0,500,1035.99,0,FEMALE,3,3,3,0,0,0,1,4,1,6,570,3,3,2,0,?,64680,11760,11760,41160,7
898,N,237,43,950542,2,500,911.53,0,FEMALE,6,11,0,53200,0,2,0,4,6,4,487,23,1,0,1,NO,59200,0,11840,47360,3
899,N,127,34,291544,2,500,1319.97,0,FEMALE,0,2,3,73700,0,3,1,2,0,0,383,8,1,1,3,?,4700,470,940,3290,10
900,N,1,33,388616,2,2000,1391.63,0,MALE,0,11,0,61200,0,2,2,3,1,1,837,23,1,0,3,NO,69400,6940,6940,55520,8
901,N,5,21,577992,1,500,915.41,5000000,FEMALE,2,3,3,0,0,2,2,4,1,4,829,23,1,0,0,NO,40500,4050,4050,32400,9
